Species	Temp	BodyWeight	g	Diet
Calanus	10	104.11	0.123	O
Calanus	10	85.99	0.186	O
Calanus	10	148.72	0.107	O
Calanus	10	104.11	0.059	O
Calanus	10	90.28	0.068	O
Calanus	10	104.11	0.126	O
Calanus	10	90.28	0.122	O
Calanus	10	104.11	0.183	O
Calanus	10	104.11	0.183	O
Calanus	10	104.11	0	O
Calanus	10	99.34	0	O
Calanus	12	104.11	0	O
Calanus	10	79.85	0.099	O
Calanus	10	79.85	0.154	O
Calanus	10	70.24	0.132	O
Calanus	10	73.36	0.084	O
Calanus	10	64.24	0.096	O
Calanus	10	79.85	0.248	O
Calanus	10	83.22	0.238	O
Calanus	10	93.83	0	O
Calanus	10	93.83	0.114	O
Calanus	10	105.22	0.111	O
Calanus	14	79.85	0	O
Calanus	14	93.83	0.228	O
Calanus	14	79.85	0.067	O
Calanus	14	79.85	0.132	O
Calanus	14	86.67	0.121	O
Calanus	14	61.36	0.172	O
Calanus	14	86.67	0.189	O
Calanus	3.5	207.2	0.034	O
Calanus	8	207.2	0.005	O
Calanus	8	207.2	0.011	O
Calanus	8	207.2	0.004	O
Calanus	8	207.2	0.02	O
Calanus	8	207.2	0.044	O
Calanus	8	207.2	0.023	O
Calanus	8	207.2	0.024	O
Calanus	8	207.2	0.02	O
Calanus	13.5	92.46	0	O
Calanus	17	33.83	0.084	O
Calanus	10.5	88.5	0.012	O
Calanus	15.5	92.46	0.002	O
Calanus	25	55.34	0.016	O
Calanus	22.5	27.32	0.001	O
Calanus	21.5	160.71	0	O
Nannocalanus	17	14	0.321	O
Neocalanus	17	219	0.016	O
Undinula	26.25	67.7	0.03	O
Undinula	26.25	67.7	0.039	O
Undinula	26.25	67.7	0.021	O
Undinula	26.25	67.7	0.01	O
Undinula	26.25	67.7	0.008	O
Undinula	26.25	67.7	0.028	O
Undinula	26.25	67.7	0	O
Undinula	26.25	67.7	0.013	O
Undinula	26.25	67.7	0.038	O
Undinula	26.25	67.7	0.051	O
Undinula	26.25	67.7	0.019	O
Undinula	26.25	67.7	0.011	O
Undinula	26.25	67.7	0.034	O
Undinula	26.25	67.7	0.008	O
Undinula	26.25	67.7	0.01	O
Undinula	26	1.643	0.49	O
Undinula	26	3.834	0.28	O
Undinula	26	6.999	0.17	O
Undinula	26	12.573	0.26	O
Undinula	26	23.514	0.19	O
Undinula	26	29.394	0.3	O
Candacia	28	49.95	0.002	O
Centropages	10	33.07	0.2475	O
Centropages	10	26.53	0.3085	O
Centropages	10	40.59	0.1927	O
Centropages	10	40.59	0.1927	O
Centropages	10	36.7	0.2044	O
Centropages	10	33.07	0.2268	O
Centropages	10	33.07	0.2268	O
Centropages	10	33.07	0.2268	O
Centropages	10	33.07	0.2268	O
Centropages	10	40.59	0.1001	O
Centropages	10	44.74	0.0908	O
Centropages	10	40.59	0.1001	O
Centropages	10	40.59	0.1001	O
Centropages	10	40.59	0.1001	O
Centropages	10	44.74	0.1001	O
Centropages	10	44.74	0.1001	O
Centropages	10	40.59	0.1104	O
Centropages	10	33.07	0.1355	O
Centropages	10	29.68	0.1509	O
Centropages	10	20.92	0.2142	O
Centropages	10	44.74	0.1001	O
Centropages	10	33.07	0.1355	O
Centropages	10	29.68	0.1509	O
Centropages	10	33.07	0.1355	O
Centropages	10	36.7	0.1221	O
Centropages	10	44.74	0.1001	O
Centropages	10	33.07	0.1355	O
Centropages	10	36.7	0.1221	O
Centropages	10	40.59	0.1104	O
Centropages	10	33.07	0.1181	O
Centropages	10	33.07	0.0843	O
Centropages	10	40.59	0.1167	O
Centropages	10	33.07	0.3539	O
Centropages	10	26.53	0.2278	O
Centropages	10	23.62	0.2909	O
Centropages	10	36.7	0.1465	O
Centropages	10	23.62	0.1597	O
Centropages	10	29.68	0.2588	O
Centropages	10	36.7	0.1275	O
Centropages	10	36.7	0.1557	O
Centropages	10	26.53	0.2243	O
Centropages	10	40.59	0.2986	O
Centropages	10	40.59	0.1317	O
Centropages	10	40.59	0.1628	O
Centropages	10	36.7	0.1074	O
Centropages	10	36.7	0.3992	O
Centropages	10	40.59	0.3007	O
Centropages	10	36.7	0.174	O
Centropages	10	23.62	0	O
Centropages	10	40.59	0.3021	O
Centropages	10	40.59	0	O
Centropages	10	36.7	0.0889	O
Centropages	10	40.59	0.0902	O
Centropages	10	40.59	0.2454	O
Centropages	10	40.59	0.2385	O
Centropages	10	44.74	0.1317	O
Centropages	10	33.07	0.2964	O
Centropages	10	40.59	0.0833	O
Centropages	10	44.74	0.0755	O
Centropages	10	44.74	0.1202	O
Centropages	10	29.68	0.1811	O
Centropages	10	44.74	0.2826	O
Centropages	10	29.68	0.4259	O
Centropages	10	44.74	0.0775	O
Centropages	10	44.74	0.0775	O
Centropages	10	40.59	0.0855	O
Centropages	10	26.53	0.2366	O
Centropages	10	29.68	0.2115	O
Centropages	10	29.68	0.2115	O
Centropages	10	44.74	0.1403	O
Centropages	10	40.59	0.0498	O
Centropages	10	44.74	0.0451	O
Centropages	10	49.16	0.0411	O
Centropages	10	33.07	0.2487	O
Centropages	10	44.74	0.1838	O
Centropages	10	44.74	0.1838	O
Centropages	10	49.16	0.0387	O
Centropages	10	49.16	0.0387	O
Centropages	10	49.16	0.0387	O
Centropages	10	40.59	0.0654	O
Centropages	10	33.07	0.0803	O
Centropages	10	49.16	0.054	O
Centropages	10	58.86	0.0811	O
Centropages	10	29.68	0.1609	O
Centropages	10	23.62	0.2022	O
Centropages	10	40.59	0.1176	O
Centropages	10	53.87	0.0966	O
Centropages	10	44.74	0.0523	O
Centropages	10	40.59	0.0576	O
Centropages	10	49.16	0.1255	O
Centropages	10	44.74	0.1379	O
Centropages	10	40.59	0.152	O
Centropages	10	40.59	0.1811	O
Centropages	10	64.15	0.1146	O
Centropages	10	40.59	0.1122	O
Centropages	10	44.74	0.1018	O
Centropages	10	53.87	0.0845	O
Centropages	10	44.74	0	O
Centropages	10	40.59	0	O
Centropages	10	44.74	0	O
Centropages	10	44.74	0.1007	O
Centropages	10	44.74	0.1007	O
Centropages	10	49.16	0.0916	O
Centropages	10	44.74	0.0405	O
Centropages	10	40.59	0.0446	O
Centropages	10	49.16	0.0368	O
Centropages	10	36.7	0.1254	O
Centropages	10	53.87	0.0855	O
Centropages	10	36.7	0.1254	O
Centropages	10	53.87	0.1151	O
Centropages	10	49.16	0.1261	O
Centropages	10	40.59	0.1528	O
Centropages	10	44.74	0.1887	O
Centropages	10	44.74	0.1887	O
Centropages	10	44.74	0.1887	O
Centropages	10	49.16	0.1718	O
Centropages	10	49.16	0.0265	O
Centropages	10	36.7	0.0355	O
Centropages	10	49.16	0.0262	O
Centropages	10	44.74	0.0609	O
Centropages	10	40.59	0.0671	O
Centropages	10	36.7	0.0743	O
Centropages	10	40.59	0.1479	O
Centropages	10	40.59	0.2557	O
Centropages	10	33.07	0	O
Centropages	10	40.59	0	O
Centropages	10	16.16	0	O
Centropages	10	49.16	0.0383	O
Centropages	10	40.59	0.0464	O
Centropages	10	26.53	0	O
Centropages	10	33.07	0	O
Centropages	10	29.68	0	O
Centropages	10	49.16	0.0789	O
Centropages	10	36.7	0.1057	O
Centropages	14	36.7	0	O
Centropages	14	36.7	0	O
Centropages	14	53.87	0.0808	O
Centropages	14	40.59	0.1073	O
Centropages	14	36.7	0	O
Centropages	14	36.7	0	O
Centropages	11	10	0.141	O
Centropages	14	10	0.068	O
Centropages	17	10	0.251	O
Centropages	15.5	4.59	0.004	O
Centropages	3	7.7	0.04	O
Centropages	7.5	10	0.112	O
Centropages	4	10	0.052	O
Centropages	4	10	0.016	O
Centropages	5	10	0.028	O
Centropages	5	10	0.056	O
Centropages	5	10	0.08	O
Centropages	5	10	0.096	O
Centropages	5	10	0.092	O
Centropages	5	10	0.18	O
Centropages	7	10	0.096	O
Centropages	7	10	0.068	O
Centropages	7	10	0.076	O
Centropages	7	10	0.104	O
Centropages	7	10	0.12	O
Centropages	7	10	0.136	O
Centropages	7	10	0.16	O
Centropages	7	10	0.16	O
Centropages	7	10	0.18	O
Centropages	7	10	0.232	O
Centropages	7	10	0.256	O
Centropages	7	10	0.236	O
Centropages	7	10	0.272	O
Centropages	7	10	0.304	O
Centropages	7	10	0.216	O
Centropages	12	10	0.024	O
Centropages	16	10	0.02	O
Centropages	16	10	0.008	O
Centropages	16	10	0.004	O
Centropages	18	10	0.012	O
Centropages	18	10	0.012	O
Centropages	17	10	0.016	O
Centropages	17	10	0.016	O
Centropages	17	10	0.052	O
Centropages	17	10	0.06	O
Centropages	17	10	0.064	O
Centropages	17	10	0.064	O
Centropages	17	10	0.084	O
Centropages	17	10	0.116	O
Centropages	17	10	0.068	O
Centropages	17	10	0.072	O
Centropages	17	10	0.064	O
Centropages	15	10	0.12	O
Centropages	15	10	0.084	O
Centropages	15	10	0.052	O
Centropages	15	10	0.036	O
Centropages	15	10	0.044	O
Centropages	15	10	0.06	O
Centropages	15	10	0.064	O
Centropages	15	10	0.064	O
Centropages	12	10	0.072	O
Centropages	12	10	0.044	O
Centropages	8	10	0.116	O
Centropages	8	10	0.152	O
Centropages	12	10	0.094	O
Centropages	7	10	0.068	O
Centropages	12	10	0.152	O
Centropages	12	10	0.105	O
Centropages	6	10	0.168	O
Centropages	6	10	0.204	O
Centropages	6	10	0.2	O
Centropages	7.5	10	0.092	O
Centropages	8	10	0.072	O
Centropages	8.5	10	0.076	O
Centropages	12.5	10	0.02	O
Centropages	15.5	10	0.068	O
Centropages	20	14.28	0.02	O
Centropages	20	14.28	0.07	O
Centropages	20	14.28	0.06	O
Centropages	20	14.28	0.05	O
Centropages	20	14.28	0.02	O
Centropages	17	14.28	0.05	O
Centropages	13	14.28	0.01	O
Centropages	20	14.28	0.01	O
Centropages	17	5.72	0.01	O
Centropages	17	6	0.098	O
Centropages	16.5	12.3	0.26	O
Centropages	16.5	12.3	0.15	O
Centropages	16.5	12.3	0.22	O
Centropages	16.5	12.3	0.25	O
Centropages	16.5	12.3	0.25	O
Centropages	16.5	12.3	0.24	O
Centropages	16.5	0.52	0.28	O
Centropages	16.5	1.04	0.34	O
Centropages	16.5	2	0.28	O
Centropages	17	14.28	0.081	O
Centropages	17	14.28	0.083	O
Centropages	17	14.28	0.09	O
Centropages	17	14.28	0.099	O
Centropages	17	14.28	0.101	O
Centropages	17	14.28	0.112	O
Centropages	17	14.28	0.13	O
Centropages	17	14.28	0.148	O
Centropages	17	14.28	0.15	O
Centropages	17	14.28	0.202	O
Centropages	15	14.28	0.065	O
Centropages	15	14.28	0.069	O
Centropages	15	14.28	0.063	O
Centropages	15	14.28	0.13	O
Centropages	15	14.28	0.17	O
Centropages	15	14.28	0.197	O
Centropages	12	14.28	0.112	O
Centropages	8	14.28	0.016	O
Centropages	15	9.96	0.033	O
Centropages	15	10.84	0.025	O
Centropages	15	16.72	0.055	O
Centropages	15	13.72	0.022	O
Centropages	10	14.72	0.024	O
Centropages	10	16.28	0.011	O
Centropages	10	20.32	0.03	O
Centropages	10	17.32	0.038	O
Centropages	10	18.8	0.027	O
Centropages	15	9.28	0.037	O
Centropages	12	14.28	0.043	O
Centropages	12	14.28	0.106	O
Centropages	7	14.28	0	O
Centropages	12	14.28	0.231	O
Centropages	12	14.28	0.074	O
Centropages	12	14.28	0.169	O
Centropages	19	14.28	0.047	O
Centropages	19	14.28	0.009	O
Centropages	19	14.28	0.001	O
Centropages	19	14.28	0.002	O
Centropages	19	14.28	0.001	O
Centropages	11.5	14.1	0.144	O
Centropages	11.5	14.1	0.018	O
Centropages	11.5	14.1	0.041	O
Centropages	11.5	14.1	0.186	O
Centropages	11.5	14.1	0.007	O
Centropages	11.5	14.1	0.045	O
Centropages	11.5	14.1	0.116	O
Centropages	11.5	14.1	0.075	O
Centropages	11.5	14.1	0.054	O
Centropages	11.5	14.1	0.003	O
Centropages	8.5	14.1	0	O
Centropages	8.5	14.1	0.011	O
Centropages	8.5	14.1	0.022	O
Centropages	8.5	14.1	0.001	O
Centropages	8.5	14.1	0.018	O
Centropages	8.5	14.1	0.011	O
Centropages	7.5	14.1	0	O
Centropages	7.5	14.1	0.029	O
Centropages	7.5	14.1	0.023	O
Centropages	7.5	14.1	0.039	O
Centropages	7.5	14.1	0.005	O
Centropages	7.5	14.1	0.003	O
Centropages	7.5	14.1	0.006	O
Centropages	28	6.38	0.059	O
Centropages	28	6.38	0.306	O
Centropages	28	0.442	0.62	O
Centropages	28	1.012	0.5	O
Centropages	28	2.15	0.44	O
Centropages	28	3.901	0.38	O
Centropages	28	0.832	1	O
Centropages	28	0.704	0.702	O
Centropages	28	0.277	0.647	O
Centropages	28	0.612	0.669	O
Centropages	28	1.251	0.758	O
Centropages	28	2.374	0.525	O
Centropages	28	4.564	0.603	O
Centropages	28	0.031	0.636	O
Centropages	28	0.107	0.336	O
Centropages	28	0.064	0.554	O
Centropages	28	0.069	0.555	O
Centropages	28	0.032	0.682	O
Corycaeus	28	0.013	0.447	C
Corycaeus	28	0.02	0.468	C
Corycaeus	28	0.021	0.338	C
Corycaeus	28	0.012	0.371	C
Eucalanus	12.9	161	0.117	O
Eucalanus	12.9	161	0.036	O
Eucalanus	13.5	161	0.139	O
Eucalanus	13.5	161	0.094	O
Eucalanus	12.8	161	0.07	O
Eucalanus	12.8	161	0.157	O
Eucalanus	12.8	161	0.094	O
Eucalanus	12.8	161	0.045	O
Eucalanus	12.8	161	0.099	O
Eucalanus	13.3	161	0.297	O
Eucalanus	13.3	161	0.142	O
Eucalanus	13.2	161	0.121	O
Eucalanus	13.2	161	0.13	O
Eucalanus	13.2	161	0.121	O
Eucalanus	13.2	161	0.225	O
Eucalanus	13.2	161	0.13	O
Eucalanus	14.4	161	0.117	O
Eucalanus	14.4	161	0.152	O
Eucalanus	14.4	161	0.124	O
Eucalanus	14.5	161	0.038	O
Eucalanus	13.9	161	0.121	O
Eucalanus	13.9	161	0.088	O
Eucalanus	14.2	161	0.016	O
Eucalanus	15.5	161	0.023	O
Eucalanus	14	161	0.049	O
Eucalanus	14	161	0.003	O
Eucalanus	12.8	161	0.067	O
Eucalanus	12.8	161	0.045	O
Eucalanus	12.5	161	0.036	O
Eucalanus	12.5	161	0.07	O
Eucalanus	12.5	161	0.125	O
Eucalanus	12.7	161	0.163	O
Eucalanus	12.7	161	0.139	O
Eucalanus	12.7	161	0.067	O
Eucalanus	12.7	161	0.053	O
Eucalanus	12.7	161	0.042	O
Eucalanus	12.7	161	0.121	O
Eucalanus	13.8	161	0.075	O
Eucalanus	13.8	161	0.089	O
Eucalanus	13.8	161	0.099	O
Eucalanus	15.3	161	0.233	O
Eucalanus	15.3	161	0.113	O
Eucalanus	15.3	161	0.074	O
Eucalanus	15.3	161	0.056	O
Eucalanus	15.3	161	0.105	O
Eucalanus	16.7	161	0.097	O
Eucalanus	16.5	161	0.099	O
Eucalanus	15.7	161	0.022	O
Eucalanus	15.9	161	0	O
Eucalanus	15.8	161	0	O
Eucalanus	16.2	161	0.011	O
Eucalanus	12.9	161	0	O
Eucalanus	12.9	161	0.085	O
Eucalanus	12.9	161	0.023	O
Eucalanus	12.9	161	0.056	O
Eucalanus	12.9	161	0.039	O
Eucalanus	13.6	161	0.111	O
Eucalanus	12	161	0.05	O
Eucalanus	12	161	0.04	O
Rhincalanus	3.5	706	0.012	O
Rhincalanus	17	150	0.017	O
Euchaeta	26	3.159	0.38	C
Euchaeta	26	5.965	0.38	C
Euchaeta	26	11.501	0.24	C
Euchaeta	26	20.883	0.29	C
Euchaeta	26	39.179	0.24	C
Euchaeta	27.5	64.64	0	C
Euchaeta	27.5	63.8	0.008	C
Euchaeta	25	99.3	0.011	C
Euchaeta	22.5	119.23	0	C
Macrosetella	23.5	2.24	0.014	O
Macrosetella	28	2.24	0.019	O
Macrosetella	27	1.8	0.012	O
Metridia	0	98.8	0.008	O
Metridia	0	98.8	0.01	O
Metridia	0	98.8	0.018	O
Metridia	0	98.8	0.013	O
Metridia	0	98.8	0.011	O
Metridia	0	98.8	0	O
Metridia	0	98.8	0.001	O
Metridia	0	98.8	0	O
Metridia	11.5	26.2	0.007	O
Metridia	11.5	26.2	0.015	O
Metridia	11.5	26.2	0.006	O
Metridia	11.5	26.2	0.0005	O
Metridia	8.5	26.2	0	O
Metridia	8.5	26.2	0	O
Metridia	8.5	26.2	0.003	O
Metridia	8.5	26.2	0	O
Metridia	8.5	26.2	0	O
Metridia	8.5	26.2	0.012	O
Metridia	8.5	26.2	0	O
Metridia	8.5	26.2	0.002	O
Metridia	7.5	26.2	0.001	O
Metridia	7.5	26.2	0	O
Metridia	7.5	26.2	0.001	O
Metridia	7.5	26.2	0.0005	O
Metridia	7.5	26.2	0.014	O
Metridia	6.5	26.2	0.001	O
Metridia	6.5	26.2	0.01	O
Metridia	6.5	26.2	0.016	O
Metridia	6.5	26.2	0.01	O
Metridia	6.5	26.2	0.01	O
Metridia	6.5	26.2	0.005	O
Metridia	6.5	26.2	0.012	O
0ithona	24.9	0.297	0.088	O
Oithona	22.2	0.297	0.02	O
Oithona	29.5	0.297	0.058	O
Oithona	28.8	0.297	0.015	O
0ithona	18.1	0.221	0.034	O
Oithona	18	0.222	0.191	O
Oithona	17.6	0.229	0.217	O
Oithona	15.8	0.226	0.076	O
Oithona	16.2	0.223	0.029	O
Oithona	15.4	0.219	0.062	O
Oithona	14.6	0.226	0.044	O
Oithona	14.5	0.229	0.041	O
Oithona	14.2	0.228	0.061	O
Oithona	14	0.23	0.042	O
Oithona	14	0.23	0.04	O
Oithona	13.1	0.232	0.029	O
Oithona	12.4	0.232	0.023	O
Oithona	12.4	0.23	0.013	O
Oithona	11.8	0.237	0.016	O
Oithona	11.1	0.237	0.013	O
Oithona	10.7	0.234	0.022	O
Oithona	10.2	0.236	0.016	O
Oithona	10	0.235	0.017	O
Oithona	9.5	0.235	0.024	O
Oithona	9	0.238	0.013	O
Oithona	10	0.243	0.011	O
Oithona	10.1	0.237	0.012	O
Oithona	9.6	0.241	0.013	O
Oithona	9.7	0.241	0.018	O
Oithona	8.9	0.241	0.021	O
Oithona	9.6	0.241	0.027	O
Oithona	9.6	0.246	0.012	O
Oithona	10.5	0.243	0.008	O
Oithona	10.8	0.246	0.02	O
Oithona	10.8	0.244	0.022	O
Oithona	10.8	0.248	0.04	O
Oithona	11.2	0.252	0.057	O
Oithona	12.4	0.245	0.081	O
Oithona	12.2	0.243	0.071	O
Oithona	13.1	0.239	0.085	O
Oithona	14.4	0.24	0.072	O
Oithona	13.4	0.238	0.062	O
Oithona	15.2	0.243	0.107	O
Oithona	14.7	0.237	0.052	O
Oithona	16.7	0.236	0.111	O
Oithona	16.9	0.233	0.116	O
Oithona	19.5	0.231	0.129	O
Oithona	19.3	0.231	0.123	O
Oithona	20.7	0.229	0.117	O
Oithona	20.4	0.231	0.11	O
Oithona	21.2	0.225	0.299	O
Oithona	21.8	0.221	0.294	O
Oithona	20.7	0.223	0.31	O
Oithona	22.4	0.22	0.1	O
Oithona	21.2	0.223	0.171	O
Oithona	22.4	0.222	0.29	O
Oithona	22.1	0.221	0.214	O
Oithona	22.2	0.218	0.13	O
Oithona	22.5	0.218	0.152	O
Oithona	24.1	0.215	0.152	O
Oithona	24.3	0.215	0.135	O
Oithona	24.4	0.215	0.217	O
Oithona	25.4	0.213	0.1	O
Oithona	26.9	0.209	0.144	O
Oithona	26.8	0.21	0.145	O
Oithona	25.8	0.205	0.351	O
Oithona	26.8	0.202	0.277	O
Oithona	26.2	0.199	0.162	O
Oithona	26.8	0.199	0.188	O
Oithona	27.2	0.201	0.177	O
Oithona	26.8	0.203	0.16	O
Oithona	26.8	0.201	0.215	O
Oithona	27.5	0.203	0.095	O
Oithona	27.7	0.203	0.108	O
Oithona	27.8	0.205	0.18	O
Oithona	28.2	0.205	0.091	O
Oithona	27	0.205	0.089	O
Oithona	26.2	0.206	0.078	O
Oithona	25.9	0.206	0.072	O
0ithona	25.7	0.205	0.057	O
Oithona	24.4	0.206	0.053	O
Oithona	24.6	0.203	0.086	O
Oithona	24.2	0.206	0.053	O
Oithona	24.4	0.208	0.052	O
Oithona	23.8	0.212	0.053	O
Oithona	23.2	0.209	0.068	O
Oithona	22.7	0.211	0.069	O
Oithona	21.7	0.212	0.082	O
Oithona	21.1	0.212	0.116	O
Oithona	21.3	0.212	0.082	O
Oithona	20.6	0.214	0.126	O
Oithona	20	0.215	0.048	O
0ithona	28	0.02	0.31	O
0ithona	28	0.007	0.513	O
Oithona	28	0.013	0.553	O
Oithona	28	0.017	0.425	O
Oithona	28	0.01	0.626	O
Oithona	28	0.006	0.339	O
Oithona	28	0.007	0.596	O
Oithona	28	0.011	0.748	O
Oithona	28	0.008	0.745	O
Oithona	28	0.01	0.672	O
Oithona	28	0.007	0.568	O
Oithona	28	0.014	0.432	O
Oithona	28	0.016	0.416	O
Oithona	28	0.013	0.388	O
Oithona	28	0.01	0.482	O
Oithona	28	0.016	0.501	O
Oithona	28	0.008	0.53	O
Oithona	28	0.014	0.459	O
Oithona	28	0.008	0.605	O
0ithona	28	0.85	0.098	O
0ithona	26	0.167	0.3	O
Oithona	26	0.285	0.3	O
Oithona	26	0.46	0.16	O
Oithona	26	0.614	0.09	O
Oithona	26	0.721	0.04	O
0ithona	4.5	0.55	0.008	O
Oithona	5	0.55	0.023	O
Oithona	5	0.55	0.018	O
Oithona	5	0.55	0.038	O
Oithona	5	0.55	0.025	O
Oithona	5	0.55	0.02	O
Oithona	5	0.55	0.065	O
Oithona	5	0.55	0.063	O
Oithona	6	0.55	0.02	O
Oithona	6	0.55	0.018	O
Oithona	6	0.55	0.08	O
Oithona	6	0.55	0.008	O
Oithona	6	0.55	0.04	O
Oithona	6	0.55	0.008	O
Oithona	6	0.55	0.053	O
Oithona	15	0.55	0.05	O
Oithona	15	0.55	0.035	O
Oithona	17	0.55	0.038	O
Oithona	17	0.55	0.018	O
Oithona	18	0.55	0.03	O
Oithona	18	0.55	0.028	O
Oithona	17	0.55	0.038	O
Oithona	17	0.55	0.06	O
Oithona	17	0.55	0.02	O
Oithona	17	0.55	0.035	O
Oithona	17	0.55	0.028	O
Oithona	15	0.55	0.03	O
Oithona	15	0.55	0.033	O
Oithona	15	0.55	0.05	O
Oithona	15	0.55	0.01	O
Oithona	15	0.55	0.035	O
Oithona	14	0.55	0.063	O
Oithona	9	0.55	0.01	O
Oithona	9	0.55	0.065	O
Oithona	9	0.55	0.023	O
Oithona	22.2	0.61	0.019	O
Oithona	22.2	0.61	0.042	O
Oithona	12	0.752	0.053	O
Oithona	9.6	0.643	0.038	O
Oithona	12	0.746	0.05	O
Oithona	9.5	0.765	0.052	O
Oithona	12	0.72	0.067	O
Oithona	8.2	0.651	0.026	O
Oithona	8.2	0.648	0.029	O
Oithona	12	0.752	0.065	O
Oithona	7.7	0.685	0.02	O
Oithona	7.7	0.621	0.025	O
Oithona	12	0.855	0.041	O
Oithona	8.5	0.734	0.048	O
Oithona	7.6	0.827	0.02	O
Oithona	6.7	0.714	0.048	O
Oithona	12	0.743	0.095	O
Oithona	8.6	0.671	0.043	O
Oithona	8.5	0.668	0.043	O
Oithona	12	0.789	0.03	O
Oithona	7.8	0.618	0.071	O
Oithona	7.6	0.654	0.024	O
Oithona	7.5	0.64	0.059	O
Oithona	9	0.729	0.024	O
Oithona	7	0.731	0.023	O
Oithona	12	0.789	0.03	O
Oithona	8.6	0.634	0.018	O
Oithona	7.8	0.685	0.04	O
Oithona	6.7	0.668	0.054	O
Oithona	12	0.824	0.04	O
Oithona	8	0.808	0.057	O
Oithona	12	0.824	0.0093	O
Oithona	8	0.651	0.055	O
Oithona	8	0.656	0.055	O
Oithona	12	0.898	0.032	O
Oithona	8	0.868	0.014	O
Oithona	8	0.752	0.021	O
Oithona	12	0.795	0.066	O
Oithona	8.5	0.72	0.057	O
Oithona	7.5	0.705	0.028	O
Oithona	7.5	0.634	0.049	O
Oithona	12	0.777	0.031	O
Oithona	8	0.673	0.025	O
Oithona	7.2	0.645	0.04	O
Oithona	7	0.72	0.046	O
Oithona	10.5	0.51	0.021	O
Oithona	12	0.45	0.066	O
Oithona	13.5	0.51	0.028	O
Oithona	27	1.31	0.019	O
Oithona	27.5	0.43	0.026	O
Oithona	27.5	0.42	0.02	O
Oithona	25	0.42	0.042	O
Oithona	23	2.05	0.046	O
Acrocalanus	26.7	4.74	0.1	O
Acrocalanus	27.3	7.03	0.16	O
Acrocalanus	28	7.03	0.21	O
Acrocalanus	26.1	7.33	0.07	O
Acrocalanus	24.7	9.85	0.05	O
Acrocalanus	21.6	9.67	0.03	O
Acrocalanus	24.3	6.47	0.17	O
Acrocalanus	25.8	4.85	0.18	O
Acrocalanus	26	6.33	0.18	O
Acrocalanus	28	5.31	0.06	O
Acrocalanus	25.3	8.44	0.07	O
Acrocalanus	27	5	0.16	O
Acrocalanus	29	5.4	0.21	O
Acrocalanus	26.2	5.6	0.12	O
Acrocalanus	27.3	6.9	0.12	O
Acrocalanus	24.4	4.8	0.05	O
Acrocalanus	27	12.15	0.28	O
Acrocalanus	27	13.36	0.38	O
Acrocalanus	24	15.47	0.39	O
Acrocalanus	26	12.33	0.2	O
Acrocalanus	27	12.86	0.2	O
Acrocalanus	27	12.27	0.45	O
Acrocalanus	28	11.1	0.13	O
Acrocalanus	25	13.7	0.25	O
Acrocalanus	25	13.15	0.1	O
Acrocalanus	28	4.56	0.011	O
Acrocalanus	27	4.84	0.018	O
Acrocalanus	27	4.5	0.001	O
Acrocalanus	27.5	5.25	0.01	O
Bestiolina	26	0.9	0.175	O
Bestiolina	26	0.9	0.14	O
Bestiolina	26	0.9	0.263	O
Bestiolina	25	0.9	0.188	O
Bestiolina	25	0.9	0.273	O
Bestiolina	26.5	0.9	0.158	O
Bestiolina	26.5	0.9	0.123	O
Bestiolina	26.5	0.9	0.2	O
Bestiolina	29	0.9	0.085	O
Bestiolina	29	0.9	0.107	O
Bestiolina	29	0.9	0.112	O
Bestiolina	27.5	0.9	0.243	O
Bestiolina	27.5	0.9	0.282	O
Bestiolina	27.5	0.9	0.207	O
Bestiolina	27	0.9	0.18	O
Bestiolina	27	0.9	0.173	O
Bestiolina	27	0.9	0.157	O
Paracalanus	28	1.71	0.167	O
Paracalanus	28	0.146	0.58	O
Paracalanus	28	0.355	0.65	O
Paracalanus	28	0.742	0.38	O
Paracalanus	28	1.212	0.29	O
Paracalanus	28	0.177	1.257	O
Paracalanus	28	0.534	0.948	O
Paracalanus	28	0.191	0.702	O
Paracalanus	28	0.236	0.889	O
Paracalanus	28	1.077	0.849	O
Paracalanus	28	0.437	0.995	O
Paracalanus	28	1.101	0.497	O
Paracalanus	28	0.515	0.673	O
Paracalanus	28	0.358	0.248	O
Paracalanus	28	0.601	0.593	O
Paracalanus	28	0.115	0.725	O
Paracalanus	28	0.177	0.719	O
Paracalanus	28	0.384	0.832	O
Paracalanus	28	0.203	0.883	O
Paracalanus	28	0.272	0.99	O
Paracalanus	28	0.011	0.83	O
Paracalanus	28	0.01	0.738	O
Paracalanus	28	0.011	1.124	O
Paracalanus	28	0.01	0.816	O
Paracalanus	28	0.01	0.838	O
Paracalanus	28	0.011	1.135	O
Paracalanus	28	0.024	0.463	O
Paracalanus	28	0.024	0.508	O
Paracalanus	28	0.009	1.13	O
Paracalanus	28	0.008	1.003	O
Paracalanus	28	0.013	0.929	O
Paracalanus	28	0.012	0.769	O
Paracalanus	16.5	3.3	0.04	O
Paracalanus	16.5	3.3	0.23	O
Paracalanus	16.5	3.3	0.07	O
Paracalanus	16.5	3.3	0.16	O
Paracalanus	16.5	3.3	0.09	O
Paracalanus	16.5	3.3	0.11	O
Paracalanus	16.5	0.24	0.25	O
Paracalanus	16.5	0.44	0.35	O
Paracalanus	16.5	0.8	0.23	O
Paracalanus	16.5	1.52	0.38	O
