Event;Taxa;GROUP;URL ref;Biom C/ind [µg/#];µ C per/ind [mg/#/h];µ C per C biom [mg/mg/h];Reference;URL source;g_C_d;g_C_ind
Ciliates_GROWTHEXP-1;Lohmaniella oviformis;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=101209;0.000725;2.20E-08;0.0304;Gismervik, 2005;doi:10.1594/PANGAEA.834392;5.28E-10;7.25E-10
Ciliates_GROWTHEXP-1;Strobilidium spiralis;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=101236;0.00923;5.85E-07;0.0633;Gismervik, 2005;doi:10.1594/PANGAEA.834392;1.40E-08;9.23E-09
Ciliates_GROWTHEXP-1;Strombidinopsis cheshiri;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=427386;0.012;4.49E-07;0.0375;Gismervik, 2005;doi:10.1594/PANGAEA.834392;1.08E-08;1.20E-08
Ciliates_GROWTHEXP-1;Strombidinopsis multiauris;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=595212;0.0222;6.95E-07;0.0313;Gismervik, 2005;doi:10.1594/PANGAEA.834392;1.67E-08;2.22E-08
Ciliates_GROWTHEXP-1;Strombidinopsis sp.;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=101198;0.0587;2.25E-06;0.0383;Gismervik, 2005;doi:10.1594/PANGAEA.834392;5.40E-08;5.87E-08
Ciliates_GROWTHEXP-2;Favella sp;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=581996;0.0278;1.17E-06;0.0421;Stoecker et al., 1983;doi:10.1594/PANGAEA.834578;2.81E-08;2.78E-08
Ciliates_GROWTHEXP-2;Balanion sp.;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=292899;0.00299;2.99E-07;0.1;Stoecker et al., 1983;doi:10.1594/PANGAEA.834578;7.18E-09;2.99E-09
Crustacea_Nanoflagellates_GROWTHEXP;Paraphysomonas imperforata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=341603;3.26E-06;3.69E-10;0.113;Ross, 1982;doi:10.1594/PANGAEA.834562;8.86E-12;3.26E-12
Crustacea_Nanoflagellates_GROWTHEXP;Paraphysomonas imperforata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=341603;3.26E-06;6.09E-10;0.187;Ross, 1982;doi:10.1594/PANGAEA.834562;1.46E-11;3.26E-12
Crustacea_Nanoflagellates_GROWTHEXP;Paraphysomonas imperforata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=341603;3.26E-06;5.91E-10;0.181;Ross, 1982;doi:10.1594/PANGAEA.834562;1.42E-11;3.26E-12
Crustacea_Nanoflagellates_GROWTHEXP;Paraphysomonas imperforata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=341603;3.26E-06;5.71E-10;0.175;Ross, 1982;doi:10.1594/PANGAEA.834562;1.37E-11;3.26E-12
Crustacea_Nanoflagellates_GROWTHEXP;Paraphysomonas imperforata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=341603;3.26E-06;3.25E-10;0.0996;Ross, 1982;doi:10.1594/PANGAEA.834562;7.80E-12;3.26E-12
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;2.8;2.38E-05;0.00848;Ross, 1982;doi:10.1594/PANGAEA.834562;5.71E-07;2.80E-06
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;11.1;0.000107;0.00968;Ross, 1982;doi:10.1594/PANGAEA.834562;2.57E-06;1.11E-05
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;33.9;0.000116;0.00343;Ross, 1982;doi:10.1594/PANGAEA.834562;2.78E-06;3.39E-05
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;124;0.000256;0.00206;Ross, 1982;doi:10.1594/PANGAEA.834562;6.14E-06;0.000124
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;199;0.00034;0.00171;Ross, 1982;doi:10.1594/PANGAEA.834562;8.16E-06;0.000199
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;417;0.000536;0.00129;Ross, 1982;doi:10.1594/PANGAEA.834562;1.29E-05;0.000417
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;2.78;1.31E-05;0.00471;Ross, 1982;doi:10.1594/PANGAEA.834562;3.14E-07;2.78E-06
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;8.83;7.52E-05;0.00851;Ross, 1982;doi:10.1594/PANGAEA.834562;1.80E-06;8.83E-06
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;33.2;0.000124;0.00375;Ross, 1982;doi:10.1594/PANGAEA.834562;2.98E-06;3.32E-05
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;137;0.000303;0.00221;Ross, 1982;doi:10.1594/PANGAEA.834562;7.27E-06;0.000137
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;225;0.000409;0.00182;Ross, 1982;doi:10.1594/PANGAEA.834562;9.82E-06;0.000225
Crustacea_Nanoflagellates_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;492;0.00067;0.00136;Ross, 1982;doi:10.1594/PANGAEA.834562;1.61E-05;0.000492
D_dominans_GROWTHEXP;Gyrodinium dominans;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=109851;0.000211;4.29E-09;0.0204;Schmoker et al., 2011;doi:10.1594/PANGAEA.834570;1.03E-10;2.11E-10
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;5;5.36E-05;0.0107;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;1.29E-06;5.00E-06
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;15;0.000139;0.00928;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;3.34E-06;1.50E-05
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;35;1.00E-04;0.00286;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;2.40E-06;3.50E-05
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;5;6.35E-05;0.0127;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;1.52E-06;5.00E-06
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;15;0.000262;0.0174;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;6.29E-06;1.50E-05
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;35;0.000296;0.00847;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;7.10E-06;3.50E-05
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;5;4.86E-05;0.00973;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;1.17E-06;5.00E-06
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;15;0.000125;0.00834;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;3.00E-06;1.50E-05
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;35;0.00017;0.00486;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;4.08E-06;3.50E-05
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;5;3.83E-05;0.00765;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;9.19E-07;5.00E-06
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;15;0.000132;0.0088;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;3.17E-06;1.50E-05
D_gegenbauri_GROWTHEXP;Dolioletta gegenbauri;Doliolid (don't include with model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;35;0.00021;0.00599;Gibson & Paffenhöfer, 2000;doi:10.1594/PANGAEA.834330;5.04E-06;3.50E-05
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;39.6;9.05E-05;0.00229;Girin et al., 1975;doi:10.1594/PANGAEA.834332;2.17E-06;3.96E-05
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;77.7;0.000443;0.00569;Girin et al., 1975;doi:10.1594/PANGAEA.834332;1.06E-05;7.77E-05
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;205;0.00122;0.00595;Girin et al., 1975;doi:10.1594/PANGAEA.834332;2.93E-05;0.000205
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;484;0.00221;0.00456;Girin et al., 1975;doi:10.1594/PANGAEA.834332;5.30E-05;0.000484
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;820;0.00148;0.00181;Girin et al., 1975;doi:10.1594/PANGAEA.834332;3.55E-05;0.00082
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;1200;0.00327;0.00273;Girin et al., 1975;doi:10.1594/PANGAEA.834332;7.85E-05;0.0012
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;1880;0.00509;0.00271;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.00012216;0.00188
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;2640;0.0038;0.00144;Girin et al., 1975;doi:10.1594/PANGAEA.834332;9.12E-05;0.00264
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;3790;0.0111;0.00293;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0002664;0.00379
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;7070;0.0322;0.00456;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0007728;0.00707
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;11200;0.0118;0.00105;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0002832;0.0112
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;13200;0.0134;0.00102;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0003216;0.0132
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;16100;0.0232;0.00144;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0005568;0.0161
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;21200;0.0418;0.00197;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0010032;0.0212
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;30200;0.0701;0.00232;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0016824;0.0302
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;49500;0.175;0.00353;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.0042;0.0495
D_labrax_GROWTHEXP;Dicentrarchus labrax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126975;69900;0.0425;0.000608;Girin et al., 1975;doi:10.1594/PANGAEA.834332;0.00102;0.0699
D_lenticula_GROWTHEXP;Diplopsalis lenticula;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=663618;0.00288;4.09E-08;0.0142;Naustvoll, 1998;doi:10.1594/PANGAEA.834491;9.82E-10;2.88E-09
E_affinis_GROWTHEXP;Eurytemora affinis;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104872;0.376;2.46E-06;0.00654;Heinle & Flemer, 1975;doi:10.1594/PANGAEA.834443;5.90E-08;3.76E-07
E_affinis_GROWTHEXP;Eurytemora affinis;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104872;0.361;3.25E-06;0.00899;Heinle & Flemer, 1975;doi:10.1594/PANGAEA.834443;7.80E-08;3.61E-07
E_affinis_GROWTHEXP;Eurytemora affinis;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104872;0.347;3.66E-06;0.0105;Heinle & Flemer, 1975;doi:10.1594/PANGAEA.834443;8.78E-08;3.47E-07
E_affinis_GROWTHEXP;Eurytemora affinis;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104872;0.295;2.04E-06;0.00692;Heinle & Flemer, 1975;doi:10.1594/PANGAEA.834443;4.90E-08;2.95E-07
E_affinis_GROWTHEXP;Eurytemora affinis;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104872;0.27;1.45E-06;0.00539;Heinle & Flemer, 1975;doi:10.1594/PANGAEA.834443;3.48E-08;2.70E-07
E_herdmani_GROWTHEXP;Eurytemora herdmani;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=157670;1.09;1.59E-05;0.0146;Escribano & McLaren, 1992;doi:10.1594/PANGAEA.834312;3.82E-07;1.09E-06
E_herdmani_GROWTHEXP;Eurytemora herdmani;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=157670;2.96;2.33E-05;0.00788;Escribano & McLaren, 1992;doi:10.1594/PANGAEA.834312;5.59E-07;2.96E-06
E_herdmani_GROWTHEXP;Eurytemora herdmani;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=157670;0.747;9.64E-06;0.0129;Escribano & McLaren, 1992;doi:10.1594/PANGAEA.834312;2.31E-07;7.47E-07
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;0.933;8.84E-06;0.00948;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;2.12E-07;9.33E-07
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;1.23;7.38E-06;0.00599;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;1.77E-07;1.23E-06
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;1.6;9.18E-06;0.00575;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;2.20E-07;1.60E-06
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;1.46;-2.07E-06;-0.00142;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;-4.97E-08;1.46E-06
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;3.69;7.32E-05;0.0198;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;1.76E-06;3.69E-06
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;4.59;2.23E-05;0.00486;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;5.35E-07;4.59E-06
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;9.77;0.000123;0.0126;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;2.95E-06;9.77E-06
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;16.3;9.12E-05;0.00559;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;2.19E-06;1.63E-05
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;30.3;0.000173;0.00572;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;4.15E-06;3.03E-05
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;31.8;1.50E-05;0.000471;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;3.60E-07;3.18E-05
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;64.1;0.000799;0.0125;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;1.92E-05;6.41E-05
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;87.6;0.000272;0.0031;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;6.53E-06;8.76E-05
E_mordax_GROWTHEXP-1;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;168;0.000456;0.00271;Sakagawa & Kimura, 1976;doi:10.1594/PANGAEA.834568;1.09E-05;0.000168
E_mordax_GROWTHEXP-2;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;10.2;8.25E-05;0.00813;Theilacker, 1987;doi:10.1594/PANGAEA.834597;1.98E-06;1.02E-05
E_mordax_GROWTHEXP-2;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;12.4;9.67E-05;0.0078;Theilacker, 1987;doi:10.1594/PANGAEA.834597;2.32E-06;1.24E-05
E_mordax_GROWTHEXP-2;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;15.2;0.000124;0.00815;Theilacker, 1987;doi:10.1594/PANGAEA.834597;2.98E-06;1.52E-05
E_mordax_GROWTHEXP-2;Engraulis mordax;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=272286;18.6;0.000149;0.008;Theilacker, 1987;doi:10.1594/PANGAEA.834597;3.58E-06;1.86E-05
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;251;0.00035;0.00139;Lasker, 1966;doi:10.1594/PANGAEA.834472;8.40E-06;0.000251
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;252;0.000334;0.00133;Lasker, 1966;doi:10.1594/PANGAEA.834472;8.02E-06;0.000252
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;364;0.000406;0.00112;Lasker, 1966;doi:10.1594/PANGAEA.834472;9.74E-06;0.000364
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;796;0.000444;0.000558;Lasker, 1966;doi:10.1594/PANGAEA.834472;1.07E-05;0.000796
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;438;0.000244;0.000558;Lasker, 1966;doi:10.1594/PANGAEA.834472;5.86E-06;0.000438
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;656;0.000229;0.000349;Lasker, 1966;doi:10.1594/PANGAEA.834472;5.50E-06;0.000656
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;891;0.000435;0.000488;Lasker, 1966;doi:10.1594/PANGAEA.834472;1.04E-05;0.000891
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;735;0.000205;0.000279;Lasker, 1966;doi:10.1594/PANGAEA.834472;4.92E-06;0.000735
E_pacifica_GROWTHEXP;Euphausia pacifica;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=237851;751;0.000157;0.000209;Lasker, 1966;doi:10.1594/PANGAEA.834472;3.77E-06;0.000751
E_superba_GROWTHEXP-1;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;20200;0.0212;0.00105;Buchholz, 1991;doi:10.1594/PANGAEA.834276;0.0005088;0.0202
E_superba_GROWTHEXP-1;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;18700;0.0274;0.00146;Buchholz, 1991;doi:10.1594/PANGAEA.834276;0.0006576;0.0187
E_superba_GROWTHEXP-1;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;20600;0.0206;0.001;Buchholz, 1991;doi:10.1594/PANGAEA.834276;0.0004944;0.0206
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;15200;0.0233;0.00154;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.0005592;0.0152
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;24800;0.03;0.00121;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.00072;0.0248
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;36300;0.042;0.00116;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.001008;0.0363
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;35900;0.0318;0.000886;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.0007632;0.0359
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;48200;0.0409;0.000849;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.0009816;0.0482
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;26200;0.0199;0.000759;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.0004776;0.0262
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;51600;0.0364;0.000705;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.0008736;0.0516
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;51600;0.0317;0.000614;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.0007608;0.0516
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;64500;0.0315;0.000488;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.000756;0.0645
E_superba_GROWTHEXP-2;Euphausia superba;Euphausiid;http://www.marinespecies.org/aphia.php?p=taxdetails&id=236217;60800;0.022;0.000361;Ikeda, 1985;doi:10.1594/PANGAEA.834448;0.000528;0.0608
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;124000;0.221;0.00179;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.005304;0.124
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;471000;0.646;0.00137;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.015504;0.471
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4830000;4.66;0.000967;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.11184;4.83
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;13700000;14.5;0.00106;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.348;13.7
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;36900000;20.2;0.000547;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.4848;36.9
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1.05E+08;42.1;0.000402;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;1.0104;105
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;163000;0.587;0.0036;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.014088;0.163
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;579000;1.54;0.00265;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.03696;0.579
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1410000;2.22;0.00158;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.05328;1.41
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;5890000;7.47;0.00127;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.17928;5.89
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;15200000;14.2;0.000935;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.3408;15.2
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;3.90E+07;20.7;0.000531;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.4968;39
